source_ticker,target_ticker,target_name,category,supply_chain_stage,connection_type,relationship,importance,risk_note
005930.KS,MRVL,Marvell,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Marvell ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Samsung Electronics.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
005930.KS,MU,Micron,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Micron ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Samsung Electronics.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
005930.KS,NTAP,NetApp,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,NetApp ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Samsung Electronics.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
005930.KS,PSTG,Pure Storage,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Pure Storage ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Samsung Electronics.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
005930.KS,RMBS,Rambus,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Rambus ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Samsung Electronics.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
005930.KS,SIMO,Silicon Motion,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Silicon Motion ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Samsung Electronics.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
005930.KS,SMCI,Super Micro Computer,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Super Micro Computer ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Samsung Electronics.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
005930.KS,SNDK,Sandisk Corporation,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Sandisk Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Samsung Electronics.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
005930.KS,STX,Seagate,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Seagate ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Samsung Electronics.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
005930.KS,VRT,Vertiv,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Vertiv ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Samsung Electronics.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
005930.KS,WDC,Western Digital,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Western Digital ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie Samsung Electronics.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
285A.T,000660.KS,SK hynix,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,SK hynix ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie KIOXIA HOLDINGS CORPORATION.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
285A.T,005930.KS,Samsung Electronics,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Samsung Electronics ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie KIOXIA HOLDINGS CORPORATION.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
285A.T,AVGO,Broadcom,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Broadcom ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie KIOXIA HOLDINGS CORPORATION.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
285A.T,DELL,Dell Technologies,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Dell Technologies ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie KIOXIA HOLDINGS CORPORATION.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
285A.T,HPE,Hewlett Packard Enterprise,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Hewlett Packard Enterprise ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie KIOXIA HOLDINGS CORPORATION.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
285A.T,MU,Micron,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Micron ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie KIOXIA HOLDINGS CORPORATION.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
285A.T,SMCI,Super Micro Computer,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Super Micro Computer ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie KIOXIA HOLDINGS CORPORATION.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
285A.T,VRT,Vertiv,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Vertiv ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie KIOXIA HOLDINGS CORPORATION.,Hoch,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
285A.T,ANET,Arista Networks,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Arista Networks ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie KIOXIA HOLDINGS CORPORATION.,Mittel,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
285A.T,MRVL,Marvell,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Marvell ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie KIOXIA HOLDINGS CORPORATION.,Mittel,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
285A.T,NTAP,NetApp,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,NetApp ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie KIOXIA HOLDINGS CORPORATION.,Mittel,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
285A.T,PSTG,Pure Storage,Speicher / HBM / Storage,5 - Komponenten / Speicher / Storage,Lieferant / Infrastruktur,Pure Storage ist Teil des gleichen Themen-/Lieferkettenclusters 'Speicher / HBM / Storage' wie KIOXIA HOLDINGS CORPORATION.,Mittel,"Speicherpreise, HBM-Kapazität und Datacenter-Zyklus beobachten"
373220.KS,7203.T,TOYOTA MOTOR CORP,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,TOYOTA MOTOR CORP ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LG Energy Solution.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
373220.KS,AEVA,"Aeva Technologies, Inc.",Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,"Aeva Technologies, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LG Energy Solution.",Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
373220.KS,ALB,Albemarle,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Albemarle ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LG Energy Solution.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
373220.KS,AUR,"Aurora Innovation, Inc.",Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,"Aurora Innovation, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LG Energy Solution.",Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
373220.KS,BHP,BHP,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,BHP ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LG Energy Solution.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
373220.KS,ENPH,Enphase Energy,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Enphase Energy ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LG Energy Solution.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
373220.KS,ENVX,Enovix,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Enovix ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LG Energy Solution.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
373220.KS,F,Ford Motor Company,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Ford Motor Company ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LG Energy Solution.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
373220.KS,FCX,Freeport-McMoRan,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Freeport-McMoRan ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LG Energy Solution.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
373220.KS,FLNC,Fluence Energy,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Fluence Energy ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LG Energy Solution.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
373220.KS,FM.TO,FIRST QUANTUM MINERALS LTD,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,FIRST QUANTUM MINERALS LTD ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LG Energy Solution.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
373220.KS,TSLA,Tesla,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Tesla ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LG Energy Solution.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
373220.KS,AEVA,"Aeva Technologies, Inc.",EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"Aeva Technologies, Inc. ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,AUR,"Aurora Innovation, Inc.",EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"Aurora Innovation, Inc. ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,BHP,BHP,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"BHP ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,ENPH,Enphase Energy,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"Enphase Energy ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,ENVX,Enovix,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"Enovix ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,FCX,Freeport-McMoRan,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"Freeport-McMoRan ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,FLNC,Fluence Energy,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"Fluence Energy ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,FM.TO,FIRST QUANTUM MINERALS LTD,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"FIRST QUANTUM MINERALS LTD ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,FSLR,First Solar,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"First Solar ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,ILU.AX,ILUKA RES FPO [ILU],EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"ILUKA RES FPO [ILU] ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,INVZ,Innoviz Technologies Ltd.,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"Innoviz Technologies Ltd. ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,LAC,Lithium Americas,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"Lithium Americas ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,LYC.AX,LYNAS FPO [LYC],EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"LYNAS FPO [LYC] ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,MBLY,Mobileye Global Inc.,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"Mobileye Global Inc. ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,MP,MP Materials,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"MP Materials ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,NXPI,NXP Semiconductors,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"NXP Semiconductors ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,ON,ON Semiconductor,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"ON Semiconductor ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,OUST,"Ouster, Inc.",EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"Ouster, Inc. ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,PLUG,Plug Power,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"Plug Power ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,QS,QuantumScape,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"QuantumScape ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,RIO.AX,RIO TINTO FPO [RIO],EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"RIO TINTO FPO [RIO] ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,RIO.L,Rio Tinto,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"Rio Tinto ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,SBSW,Sibanye Stillwater,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"Sibanye Stillwater ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,SLI,Standard Lithium,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"Standard Lithium ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
373220.KS,STM,STMicroelectronics,EV / Batterie / Rohstoffe,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Komponenten,"STMicroelectronics ist mit EV-, Batterie-, Rohstoff- oder Sensor-/Halbleiter-Themen verbunden, die für LG Energy Solution relevant sein können.",Mittel,"EV-Nachfrage, Rohstoffpreise und Margendruck beachten"
7203.T,373220.KS,LG Energy Solution,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,LG Energy Solution ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie TOYOTA MOTOR CORP.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
7203.T,AEVA,"Aeva Technologies, Inc.",Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,"Aeva Technologies, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie TOYOTA MOTOR CORP.",Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
7203.T,ALB,Albemarle,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Albemarle ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie TOYOTA MOTOR CORP.,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
7203.T,AUR,"Aurora Innovation, Inc.",Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,"Aurora Innovation, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie TOYOTA MOTOR CORP.",Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
